24-05-10 16:54 Session started
.kontainer main .innehåll .om-oss {
    margin: 0 auto 0 auto;
    width: 50%;
}

@media(max-width: 700px) {

    .kontainer .alternativ,
    .kontainer nav {
        flex-direction: column;
        gap: 10px;
    }

    .kontainer main .alternativ-kontainer {
        position: relative;
    }

    .kontainer main .innehåll {
        display: grid;
    }

    .kontainer nav .alternativ a {
        padding: 5px;
    }

    .kontainer nav .ikon img {
        width: 35px;
    }
    .kontainer main{
        margin: 0 0 40px 0;
    }
01:01:56 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\.vscode\.logs\24-05-10-16-54.txt
----------------------------------------
01:02:13 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
01:02:34 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\.vscode\.logs\24-05-10-16-54.txt
----------------------------------------
01:02:42 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
01:02:43 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------
